,author,title,sentence,sentence_nr,words,kind
378,"Stoker, Bram",Dracula,I shouted and beat the side of the calèche hoping by the noise to scare the wolves from that side so as to give him a chance of reaching the trap,244,NA,NA
379,"Stoker, Bram",Dracula,How he came there I know not but I heard his voice raised in a tone of imperious command and looking towards the sound saw him stand in the roadway,245,NA,NA
380,"Stoker, Bram",Dracula,As he swept his long arms as though brushing aside some impalpable obstacle the wolves fell back and back further still,246,NA,NA
381,"Stoker, Bram",Dracula,Just then a heavy cloud passed across the face of the moon so that we were again in darkness,247,Moon,location
382,"Stoker, Bram",Dracula,When I could see again the driver was climbing into the calèche and the wolves had disappeared,248,NA,NA
383,"Stoker, Bram",Dracula,This was all so strange and uncanny that a dreadful fear came upon me and I was afraid to speak or move,249,NA,NA
385,"Stoker, Bram",Dracula,The time seemed interminable as we swept on our way now in almost complete darkness for the rolling clouds obscured the moon,250,Moon,location
386,"Stoker, Bram",Dracula,The time seemed interminable as we swept on our way now in almost complete darkness for the rolling clouds obscured the moon,250,Mina Murray,person
387,"Stoker, Bram",Dracula,We kept on ascending with occasional periods of quick descent but in the main always ascending,251,NA,NA
389,"Stoker, Bram",Dracula,Suddenly I became conscious of the fact that the driver was in the act of pulling up the horses in the courtyard of a vast ruined castle from whose tall black windows came no ray of light and whose broken battlements showed a jagged line against the moonlit sky,252,Moon,location
390,"Stoker, Bram",Dracula,Suddenly I became conscious of the fact that the driver was in the act of pulling up the horses in the courtyard of a vast ruined castle from whose tall black windows came no ray of light and whose broken battlements showed a jagged line against the moonlit sky,252,Castle Dracula,location
393,"Stoker, Bram",Dracula,CHAPTER II  JONATHAN HARKERS JOURNAL continued     5 May,253,Jonathan Harker,person
398,"Stoker, Bram",Dracula,I have not yet been able to see it by daylight,256,NA,NA
399,"Stoker, Bram",Dracula,When the calèche stopped the driver jumped down and held out his hand to assist me to alight,257,NA,NA
400,"Stoker, Bram",Dracula,Again I could not but notice his prodigious strength,258,NA,NA
402,"Stoker, Bram",Dracula,Then he took out my traps and placed them on the ground beside me as I stood close to a great door old and studded with large iron nails and set in a projecting doorway of massive stone,260,NA,NA
403,"Stoker, Bram",Dracula,I could see even in the dim light that the stone was massively carved but that the carving had been much worn by time and weather,261,NA,NA
405,"Stoker, Bram",Dracula,I stood in silence where I was for I did not know what to do,263,NA,NA
406,"Stoker, Bram",Dracula,Of bell or knocker there was no sign through these frowning walls and dark window openings it was not likely that my voice could penetrate,264,NA,NA
408,"Stoker, Bram",Dracula,What sort of place had I come to and among what kind of people,266,NA,NA
409,"Stoker, Bram",Dracula,What sort of grim adventure was it on which I had embarked,267,NA,NA
410,"Stoker, Bram",Dracula,Was this a customary incident in the life of a solicitors clerk sent out to explain the purchase of a London estate to a foreigner,268,London,location
411,"Stoker, Bram",Dracula,Was this a customary incident in the life of a solicitors clerk sent out to explain the purchase of a London estate to a foreigner,268,Mary,person
413,"Stoker, Bram",Dracula,Solicitors clerk,269,NA,NA
415,"Stoker, Bram",Dracula,Mina would not like that,270,Mina Murray,person
416,"Stoker, Bram",Dracula,Solicitorfor just before leaving London I got word that my examination was successful and I am now a fullblown solicitor,271,London,location
418,"Stoker, Bram",Dracula,Solicitorfor just before leaving London I got word that my examination was successful and I am now a fullblown solicitor,271,Mina Murray,person
419,"Stoker, Bram",Dracula,I began to rub my eyes and pinch myself to see if I were awake,272,NA,NA
420,"Stoker, Bram",Dracula,It all seemed like a horrible nightmare to me and I expected that I should suddenly awake and find myself at home with the dawn struggling in through the windows as I had now and again felt in the morning after a day of overwork,273,NA,NA
421,"Stoker, Bram",Dracula,But my flesh answered the pinching test and my eyes were not to be deceived,274,NA,NA
422,"Stoker, Bram",Dracula,I was indeed awake and among the Carpathians,275,Carpathian,location
424,"Stoker, Bram",Dracula,Just as I had come to this conclusion I heard a heavy step approaching behind the great door and saw through the chinks the gleam of a coming light,277,NA,NA
425,"Stoker, Bram",Dracula,Then there was the sound of rattling chains and the clanking of massive bolts drawn back,278,NA,NA
426,"Stoker, Bram",Dracula,A key was turned with the loud grating noise of long disuse and the great door swung back,279,NA,NA
427,"Stoker, Bram",Dracula,Within stood a tall old man clean shaven save for a long white moustache and clad in black from head to foot without a single speck of colour about him anywhere,280,NA,NA
428,"Stoker, Bram",Dracula,He held in his hand an antique silver lamp in which the flame burned without chimney or globe of any kind throwing long quivering shadows as it flickered in the draught of the open door,281,NA,NA
429,"Stoker, Bram",Dracula,The old man motioned me in with his right hand with a courtly gesture saying in excellent English but with a strange intonation  Welcome to my house,282,NA,NA
430,"Stoker, Bram",Dracula,Enter freely and of your own will,283,NA,NA
431,"Stoker, Bram",Dracula,He made no motion of stepping to meet me but stood like a statue as though his gesture of welcome had fixed him into stone,284,NA,NA
432,"Stoker, Bram",Dracula,The instant however that I had stepped over the threshold he moved impulsively forward and holding out his hand grasped mine with a strength which made me wince an effect which was not lessened by the fact that it seemed as cold as icemore like the hand of a dead than a living man,285,NA,NA
433,"Stoker, Bram",Dracula,Again he said  Welcome to my house,286,NA,NA
434,"Stoker, Bram",Dracula,Come freely,287,NA,NA
435,"Stoker, Bram",Dracula,Go safely and leave something of the happiness you bring,288,NA,NA
437,"Stoker, Bram",Dracula,The strength of the handshake was so much akin to that which I had noticed in the driver whose face I had not seen that for a moment I doubted if it were not the same person to whom I was speaking so to make sure I said interrogatively  Count Dracula,289,Count Dracula,person
440,"Stoker, Bram",Dracula,He bowed in a courtly way as he replied  I am Dracula and I bid you welcome Mr Harker to my house,290,Jonathan Harker,person
442,"Stoker, Bram",Dracula,As he was speaking he put the lamp on a bracket on the wall and stepping out took my luggage he had carried it in before I could forestall him,292,NA,NA
443,"Stoker, Bram",Dracula,I protested but he insisted  Nay sir you are my guest,293,NA,NA
444,"Stoker, Bram",Dracula,It is late and my people are not available,294,NA,NA
445,"Stoker, Bram",Dracula,Let me see to your comfort myself,295,NA,NA
446,"Stoker, Bram",Dracula,He insisted on carrying my traps along the passage and then up a great winding stair and along another great passage on whose stone floor our steps rang heavily,296,NA,NA
448,"Stoker, Bram",Dracula,At the end of this he threw open a heavy door and I rejoiced to see within a welllit room in which a table was spread for supper and on whose mighty hearth a great fire of logs freshly replenished flamed and flared,297,earth,location
450,"Stoker, Bram",Dracula,The Count halted putting down my bags closed the door and crossing the room opened another door which led into a small octagonal room lit by a single lamp and seemingly without a window of any sort,298,Count Dracula,person
452,"Stoker, Bram",Dracula,Passing through this he opened another door and motioned me to enter,299,NA,NA
453,"Stoker, Bram",Dracula,It was a welcome sight for here was a great bedroom well lighted and warmed with another log firealso added to but lately for the top logs were freshwhich sent a hollow roar up the wide chimney,300,NA,NA
454,"Stoker, Bram",Dracula,The Count himself left my luggage inside and withdrew saying before he closed the door  You will need after your journey to refresh yourself by making your toilet,301,Count Dracula,person
456,"Stoker, Bram",Dracula,I trust you will find all you wish,302,NA,NA
458,"Stoker, Bram",Dracula,The light and warmth and the Counts courteous welcome seemed to have dissipated all my doubts and fears,304,Count Dracula,person
460,"Stoker, Bram",Dracula,Having then reached my normal state I discovered that I was half famished with hunger so making a hasty toilet I went into the other room,305,NA,NA
463,"Stoker, Bram",Dracula,You will I trust excuse me that I do not join you but I have dined already and I do not sup,308,NA,NA
464,"Stoker, Bram",Dracula,I handed to him the sealed letter which Mr Hawkins had entrusted to me,309,Peter Hawkins,person
467,"Stoker, Bram",Dracula,He opened it and read it gravely then with a charming smile he handed it to me to read,310,NA,NA
468,"Stoker, Bram",Dracula,One passage of it at least gave me a thrill of pleasure,311,NA,NA
471,"Stoker, Bram",Dracula,He is a young man full of energy and talent in his own way and of a very faithful disposition,313,NA,NA
472,"Stoker, Bram",Dracula,He is discreet and silent and has grown into manhood in my service,314,NA,NA
473,"Stoker, Bram",Dracula,He shall be ready to attend on you when you will during his stay and shall take your instructions in all matters,315,NA,NA
474,"Stoker, Bram",Dracula,The Count himself came forward and took off the cover of a dish and I fell to at once on an excellent roast chicken,316,Count Dracula,person
477,"Stoker, Bram",Dracula,During the time I was eating it the Count asked me many questions as to my journey and I told him by degrees all I had experienced,318,Count Dracula,person
