"","author","title","type","start","end","kind","words"
"211","Stoker, Bram","Dracula","sentence",3323,3434,NA,"I could only see the gleam of a pair of very bright eyes which seemed red in the lamplight as he turned to us"
"212","Stoker, Bram","Dracula","sentence",3436,3497,NA,"He said to the driver  You are early tonight my friend"
"213","Stoker, Bram","Dracula","sentence",3499,3659,NA,"The man stammered in reply  The English Herr was in a hurry to which the stranger replied  That is why I suppose you wished him to go on to Bukovina"
"214","Stoker, Bram","Dracula","sentence",3661,3736,NA,"You cannot deceive me my friend I know too much and my horses are swift"
"215","Stoker, Bram","Dracula","sentence",3738,3870,NA,"As he spoke he smiled and the lamplight fell on a hardlooking mouth with very red lips and sharplooking teeth as white as ivory"
"216","Stoker, Bram","Dracula","sentence",3872,4021,NA,"One of my companions whispered to another the line from Burgers Lenore      Denn die Todten reiten schnell     For the dead travel fast"
"217","Stoker, Bram","Dracula","sentence",4024,4108,NA,"The strange driver evidently heard the words for he looked up with a gleaming smile"
"218","Stoker, Bram","Dracula","sentence",4110,4211,NA,"The passenger turned his face away at the same time putting out his two fingers and crossing himself"
"219","Stoker, Bram","Dracula","sentence",4213,4334,NA,"Give me the Herrs luggage said the driver and with exceeding alacrity my bags were handed out and put in the calèche"
"220","Stoker, Bram","Dracula","sentence",4336,4529,NA,"Then I descended from the side of the coach as the calèche was close alongside the driver helping me with a hand which caught my arm in a grip of steel his strength must have been prodigious"
"221","Stoker, Bram","Dracula","sentence",4531,4627,NA,"Without a word he shook his reins the horses turned and we swept into the darkness of the Pass"
"222","Stoker, Bram","Dracula","sentence",4629,4796,NA,"As I looked back I saw the steam from the horses of the coach by the light of the lamps and projected against it the figures of my late companions crossing themselves"
"223","Stoker, Bram","Dracula","sentence",4798,4900,NA,"Then the driver cracked his whip and called to his horses and off they swept on their way to Bukovina"
"224","Stoker, Bram","Dracula","sentence",4902,5189,NA,"As they sank into the darkness I felt a strange chill and a lonely feeling came over me but a cloak was thrown over my shoulders and a rug across my knees and the driver said in excellent German  The night is chill mein Herr and my master the Count bade me take all care of you"
"225","Stoker, Bram","Dracula","sentence",5191,5300,NA,"There is a flask of slivovitz the plum brandy of the country underneath the seat if you should require it"
"226","Stoker, Bram","Dracula","sentence",5302,5376,NA,"I did not take any but it was a comfort to know it was there all the same"
"227","Stoker, Bram","Dracula","sentence",5378,5432,NA,"I felt a little strangely and not a little frightened"
"228","Stoker, Bram","Dracula","sentence",5434,5546,NA,"I think had there been any alternative I should have taken it instead of prosecuting that unknown night journey"
"229","Stoker, Bram","Dracula","sentence",5548,5662,NA,"The carriage went at a hard pace straight along then we made a complete turn and went along another straight road"
"230","Stoker, Bram","Dracula","sentence",5664,5811,NA,"It seemed to me that we were simply going over and over the same ground again and so I took note of some salient point and found that this was so"
"231","Stoker, Bram","Dracula","sentence",5813,6026,NA,"I would have liked to have asked the driver what this all meant but I really feared to do so for I thought that placed as I was any protest would have had no effect in case there had been an intention to delay"
"232","Stoker, Bram","Dracula","sentence",6028,6189,NA,"Byandby however as I was curious to know how time was passing I struck a match and by its flame looked at my watch it was within a few minutes of midnight"
"233","Stoker, Bram","Dracula","sentence",6191,6313,NA,"This gave me a sort of shock for I suppose the general superstition about midnight was increased by my recent experiences"
"234","Stoker, Bram","Dracula","sentence",6315,6355,NA,"I waited with a sick feeling of suspense"
"235","Stoker, Bram","Dracula","sentence",6358,6468,NA,"Then a dog began to howl somewhere in a farmhouse far down the roada long agonised wailing as if from fear"
"236","Stoker, Bram","Dracula","sentence",6470,6746,NA,"The sound was taken up by another dog and then another and another till borne on the wind which now sighed softly through the Pass a wild howling began which seemed to come from all over the country as far as the imagination could grasp it through the gloom of the night"
"237","Stoker, Bram","Dracula","sentence",6748,6936,NA,"At the first howl the horses began to strain and rear but the driver spoke to them soothingly and they quieted down but shivered and sweated as though after a runaway from sudden fright"
"238","Stoker, Bram","Dracula","sentence",6938,7293,NA,"Then far off in the distance from the mountains on each side of us began a louder and a sharper howlingthat of wolveswhich affected both the horses and myself in the same wayfor I was minded to jump from the calèche and run whilst they reared again and plunged madly so that the driver had to use all his great strength to keep them from bolting"
"239","Stoker, Bram","Dracula","sentence",7295,7458,NA,"In a few minutes however my own ears got accustomed to the sound and the horses so far became quiet that the driver was able to descend and to stand before them"
"240","Stoker, Bram","Dracula","sentence",7460,7682,NA,"He petted and soothed them and whispered something in their ears as I have heard of horsetamers doing and with extraordinary effect for under his caresses they became quite manageable again though they still trembled"
"241","Stoker, Bram","Dracula","sentence",7684,7766,NA,"The driver again took his seat and shaking his reins started off at a great pace"
"242","Stoker, Bram","Dracula","sentence",7768,7891,NA,"This time after going to the far side of the Pass he suddenly turned down a narrow roadway which ran sharply to the right"
"243","Stoker, Bram","Dracula","sentence",7894,8074,NA,"Soon we were hemmed in with trees which in places arched right over the roadway till we passed as through a tunnel and again great frowning rocks guarded us boldly on either side"
"244","Stoker, Bram","Dracula","sentence",8076,8244,NA,"Though we were in shelter we could hear the rising wind for it moaned and whistled through the rocks and the branches of the trees crashed together as we swept along"
"245","Stoker, Bram","Dracula","sentence",8246,8384,NA,"It grew colder and colder still and fine powdery snow began to fall so that soon we and all around us were covered with a white blanket"
"246","Stoker, Bram","Dracula","sentence",8386,8485,NA,"The keen wind still carried the howling of the dogs though this grew fainter as we went on our way"
"247","Stoker, Bram","Dracula","sentence",8487,8594,NA,"The baying of the wolves sounded nearer and nearer as though they were closing round on us from every side"
"248","Stoker, Bram","Dracula","sentence",8596,8651,NA,"I grew dreadfully afraid and the horses shared my fear"
"249","Stoker, Bram","Dracula","sentence",8653,8799,NA,"The driver however was not in the least disturbed he kept turning his head to left and right but I could not see anything through the darkness"
"250","Stoker, Bram","Dracula","sentence",8802,8865,NA,"Suddenly away on our left I saw a faint flickering blue flame"
"251","Stoker, Bram","Dracula","sentence",8867,8993,NA,"The driver saw it at the same moment he at once checked the horses and jumping to the ground disappeared into the darkness"
"252","Stoker, Bram","Dracula","sentence",8995,9190,NA,"I did not know what to do the less as the howling of the wolves grew closer but while I wondered the driver suddenly appeared again and without a word took his seat and we resumed our journey"
"253","Stoker, Bram","Dracula","sentence",9192,9359,NA,"I think I must have fallen asleep and kept dreaming of the incident for it seemed to be repeated endlessly and now looking back it is like a sort of awful nightmare"
"254","Stoker, Bram","Dracula","sentence",9361,9473,NA,"Once the flame appeared so near the road that even in the darkness around us I could watch the drivers motions"
"255","Stoker, Bram","Dracula","sentence",9475,9668,NA,"He went rapidly to where the blue flame aroseit must have been very faint for it did not seem to illumine the place around it at alland gathering a few stones formed them into some device"
"256","Stoker, Bram","Dracula","sentence",9670,9827,NA,"Once there appeared a strange optical effect when he stood between me and the flame he did not obstruct it for I could see its ghostly flicker all the same"
"257","Stoker, Bram","Dracula","sentence",9829,9950,NA,"This startled me but as the effect was only momentary I took it that my eyes deceived me straining through the darkness"
"258","Stoker, Bram","Dracula","sentence",9952,10001,NA,"Then for a time there were no blue flames and we "
"259","Stoker, Bram","Dracula","entity",2361,2361,"person","I"
"260","Stoker, Bram","Dracula","sentence",2,124,NA,"sped onwards through the gloom with the howling of the wolves around us as though they were following in a moving circle"
"261","Stoker, Bram","Dracula","sentence",127,314,NA,"At last there came a time when the driver went further afield than he had yet gone and during his absence the horses began to tremble worse than ever and to snort and scream with fright"
"262","Stoker, Bram","Dracula","sentence",316,657,NA,"I could not see any cause for it for the howling of the wolves had ceased altogether but just then the moon sailing through the black clouds appeared behind the jagged crest of a beetling pineclad rock and by its light I saw around us a ring of wolves with white teeth and lolling red tongues with long sinewy limbs and shaggy hair"
"263","Stoker, Bram","Dracula","sentence",659,761,NA,"They were a hundred times more terrible in the grim silence which held them than even when they howled"
